Time	FPS	Frame	Crash	RB	RU	LU	LB	OC	Dither	CustomDither	DAngle	swAngle	swNoDead	OX	OY	OZ	HX	HY	HZ	DX	DY	DZ	HA	RHA	AccumulativeHeading(Y)	Speed	RSpeed	radius	radiusR	radiusL	Dynamic	USRHIT	SCORE	toOBS	
7.61258e-004	1313.62	1	0	(0)1	(0)3	(0)3	(0)1	(0)2	0.	0.	0.	81.8836	81.8836	1.875	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
0.652591	1.53414	2	0	(0)1	(0)3	(0)3	(0)1	(0)2	1.875	1.875	0.	69.8825	69.8825	1.875	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
0.892338	4.17105	3	0	(0)1	(0)3	(0)3	(0)1	(0)2	1.875	1.875	0.	43.7672	43.7672	1.875	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
0.909257	59.1079	4	0	(0)1	(0)3	(0)3	(0)1	(0)2	1.875	1.875	0.	40.4712	40.4712	1.875	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
0.92655	57.8275	5	0	(0)1	(0)3	(0)3	(0)1	(0)2	1.875	1.875	0.	36.9445	36.9445	1.875	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
0.943253	59.8663	6	0	(0)1	(0)3	(0)3	(0)1	(0)2	1.875	1.875	0.	32.9453	32.9453	1.875	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
0.959273	62.4247	7	0	(0)1	(0)3	(0)3	(0)1	(0)2	1.875	1.875	0.	29.1806	29.1806	1.875	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
0.976256	58.882	8	0	(0)1	(0)3	(0)3	(0)1	(0)2	1.875	1.875	0.	22.5922	22.5922	1.875	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
0.99228	62.4058	9	0	(0)1	(0)3	(0)3	(0)1	(0)2	1.875	1.875	0.	18.3551	18.3551	1.875	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
1.00926	58.9009	10	0	(0)1	(0)3	(0)3	(0)1	(0)2	1.875	1.875	0.	13.6491	13.6491	1.875	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
1.0264	58.3397	11	0	(0)1	(0)3	(0)3	(0)1	(0)2	1.875	1.875	0.	9.41557	9.41557	1.875	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
1.04225	63.0916	12	0	(0)1	(0)3	(0)3	(0)1	(0)2	1.875	1.875	0.	4.944	0.	1.875	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
1.05828	62.3682	13	0	(0)1	(0)3	(0)3	(0)1	(0)2	1.875	1.875	0.	1.41362	0.	1.875	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
1.07525	58.9386	14	0	(0)1	(0)3	(0)3	(0)1	(0)2	1.875	1.875	0.	-1.40629	0.	1.875	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
1.09228	58.7203	15	0	(0)1	(0)3	(0)3	(0)1	(0)2	1.875	1.875	0.	-4.45326	0.	1.875	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
1.1184	38.2897	16	0	(0)1	(0)3	(0)3	(0)1	(0)2	1.875	1.875	0.	-8.20338	0.	1.875	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
1.1364	55.5434	17	0	(0)1	(0)3	(0)3	(0)1	(0)2	1.875	1.875	0.	-11.4847	-11.4847	1.875	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
1.15326	59.2983	18	0	(0)1	(0)3	(0)3	(0)1	(0)2	1.875	1.875	0.	-13.5942	-13.5942	1.875	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
1.17029	58.7432	19	0	(0)1	(0)3	(0)3	(0)1	(0)2	1.875	1.875	0.	-15.4692	-15.4692	1.875	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
1.18779	57.1255	20	0	(0)1	(0)3	(0)3	(0)1	(0)2	1.875	1.875	0.	-17.3443	-17.3443	1.875	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
1.2103	44.4195	21	0	(0)1	(0)3	(0)3	(0)1	(0)2	1.875	1.875	0.	-20.6256	-20.6256	1.875	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
1.22629	62.5531	22	0	(0)1	(0)3	(0)3	(0)1	(0)2	1.875	1.875	0.	-22.7351	-22.7351	1.875	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
1.24226	62.6134	23	0	(0)1	(0)3	(0)3	(0)1	(0)2	1.875	1.875	0.	-24.8445	-24.8445	1.875	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
1.25931	58.6444	24	0	(0)1	(0)3	(0)3	(0)1	(0)2	1.875	1.875	0.	-26.9539	-26.9539	1.875	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
1.27627	58.9606	25	0	(0)1	(0)3	(0)3	(0)1	(0)2	1.875	1.875	0.	-29.0634	-29.0634	1.875	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
