-192.78	-2.10523	0.	-1.	
-192.78	65.2273	0.	-1.	
-192.78	116.921	0.	-1.	
-192.78	157.321	0.	-1.	
-192.78	185.493	0.	-1.	
-192.78	215.889	0.	-1.	
-192.78	243.824	0.	-1.	
-192.78	270.166	0.	-1.	
-192.78	291.527	0.	-1.	
-192.78	317.061	0.	-1.	
-192.78	342.594	0.	-1.	
-192.78	368.127	0.	-1.	
-192.78	389.405	0.	-1.	
-192.78	414.938	0.	-1.	
-192.78	440.471	0.	-1.	
-192.78	466.005	0.	-1.	
-192.78	487.282	0.	-1.	
-192.78	512.816	0.	-1.	
-192.78	538.349	0.	-1.	
-192.78	563.882	0.	-1.	
-192.78	585.16	0.	-1.	
-192.78	610.693	0.	-1.	
-192.78	636.226	0.	-1.	
-192.78	661.76	0.	-1.	
-192.78	683.037	0.	-1.	
-192.78	708.571	0.	-1.	
-192.78	734.104	0.	-1.	
-192.78	759.637	0.	-1.	
-192.78	780.915	0.	-1.	
-192.78	806.448	0.	-1.	
-192.78	831.981	0.	-1.	
-192.78	857.515	0.	-1.	
-192.78	878.792	0.	-1.	
-192.78	904.326	0.	-1.	
-192.78	929.859	0.	-1.	
-192.78	955.392	0.	-1.	
-192.78	976.67	0.	-1.	
-192.78	1002.2	0.	-1.	
-192.78	1027.74	0.	-1.	
-192.78	1053.27	0.	-1.	
-192.78	1074.55	0.	-1.	
-192.78	1100.08	0.	-1.	
-192.78	1125.61	0.	-1.	
-192.78	1151.15	0.	-1.	
-192.78	1172.42	0.	-1.	
-192.78	1197.96	0.	-1.	
-192.78	1223.49	0.	-1.	
-192.78	1249.02	0.	-1.	
-192.78	1270.3	0.	-1.	
-192.78	1295.84	0.	-1.	
-192.78	1321.37	0.	-1.	
-192.78	1346.9	0.	-1.	
-192.78	1368.18	0.	-1.	
-192.78	1393.86	0.	-1.	
-192.78	1420.4	0.	-1.	
-192.78	1448.69	0.	-1.	
-192.78	1474.21	0.	-1.	
-192.78	1508.56	0.	-1.	
-192.78	1550.8	0.	-1.	
-192.78	1605.5	0.	-1.	
-192.78	1663.89	0.	-1.	

