9.18	-2.35	0.	
9.18	5.62555e-002	0.	
9.18	2.44458	0.	
9.18	4.81508	0.	
9.18	7.16787	0.	
9.18	9.50306	0.	
9.18	11.8208	0.	
9.18	14.1211	0.	
9.18	16.4042	0.	
9.18	18.6701	0.	
9.18	20.919	0.	
9.18	23.151	0.	
9.18	25.3661	0.	
9.18	27.5646	0.	
9.18	29.7465	0.	
9.18	31.9119	0.	
9.18	34.0609	0.	
9.18	36.1937	0.	
9.18	38.3104	0.	
9.18	40.411	0.	
9.18	42.4957	0.	
9.18	44.5646	0.	
9.18	46.6179	0.	
9.18	48.6555	0.	
9.18	50.6777	0.	
9.18	52.6845	0.	
9.18	54.6762	0.	
9.18	56.6526	0.	
9.18	58.6141	0.	
9.18	60.5607	0.	
9.18	62.4925	0.	
9.18	64.4096	0.	
9.18	66.3121	0.	
9.18	68.2002	0.	
9.18	70.074	0.	
9.18	71.9335	0.	
9.18	73.7789	0.	
9.18	75.6103	0.	
9.18	77.4278	0.	
9.18	79.2316	0.	
9.18	81.0217	0.	
9.18	82.7982	0.	
9.18	84.5613	0.	
9.18	86.311	0.	
9.18	88.0476	0.	
9.18	89.771	0.	
9.18	91.4815	0.	
9.18	93.1791	0.	
9.18	94.8639	0.	
9.18	96.536	0.	
9.18	98.1957	0.	
9.18	99.8428	0.	
9.18	101.478	0.	
9.18	103.1	0.	
9.18	104.711	0.	
9.18	106.31	0.	
9.18	107.896	0.	
9.18	109.471	0.	
9.18	111.035	0.	
9.18	112.586	0.	
9.18	114.127	0.	
9.18	115.656	0.	
9.18	117.174	0.	
9.18	118.681	0.	
9.18	120.176	0.	
9.18	121.661	0.	
9.18	123.136	0.	
9.18	124.599	0.	
9.18	126.052	0.	
9.18	127.495	0.	
9.18	128.928	0.	
9.18	130.35	0.	
9.18	131.762	0.	
9.18	133.164	0.	
9.18	134.556	0.	
9.18	135.939	0.	
9.18	137.312	0.	
9.18	138.676	0.	
9.18	140.03	0.	
9.18	141.375	0.	
9.18	142.71	0.	
9.18	144.037	0.	
9.18	145.354	0.	
9.18	146.663	0.	
9.18	147.963	0.	
9.18	149.255	0.	
9.18	150.538	0.	
9.18	151.812	0.	
9.18	153.079	0.	
9.18	154.337	0.	
9.18	155.587	0.	
9.18	156.829	0.	
9.18	158.064	0.	
9.18	159.29	0.	
9.18	160.509	0.	
9.18	161.721	0.	
9.18	162.925	0.	
9.18	164.122	0.	
9.18	165.312	0.	
9.18	166.495	0.	
9.18	167.671	0.	
9.18	168.84	0.	
9.18	170.002	0.	
9.18	171.158	0.	
9.18	172.307	0.	
9.18	173.45	0.	
9.18	174.587	0.	
9.18	175.717	0.	
9.18	176.842	0.	
9.18	177.961	0.	
9.18	179.073	0.	
9.18	180.18	0.	
9.18	181.282	0.	
9.18	182.378	0.	
9.18	183.469	0.	
9.18	184.554	0.	
9.18	185.635	0.	
9.18	186.71	0.	
9.18	187.781	0.	
9.18	188.846	0.	
9.18	189.907	0.	
9.18	190.964	0.	
9.18	192.016	0.	
9.18	193.064	0.	
9.18	194.107	0.	
9.18	195.146	0.	
9.18	196.182	0.	
9.18	197.213	0.	
9.18	198.241	0.	
9.18	199.265	0.	
9.18	200.285	0.	
9.18	201.302	0.	
9.18	202.316	0.	
9.18	203.326	0.	
9.18	204.166	0.	
9.18	205.171	0.	
9.18	206.173	0.	
9.18	207.172	0.	
9.18	208.168	0.	
9.18	209.161	0.	
9.18	210.151	0.	
9.18	211.138	0.	
9.18	212.123	0.	
9.18	213.104	0.	
9.18	214.083	0.	
9.18	215.059	0.	
9.18	216.032	0.	
9.18	217.003	0.	
9.18	217.971	0.	
9.18	218.936	0.	
9.18	219.898	0.	
9.18	220.858	0.	
9.18	221.815	0.	
9.18	222.77	0.	
9.18	223.722	0.	
9.18	224.671	0.	
9.18	225.618	0.	
9.18	226.562	0.	
9.18	227.504	0.	
9.18	228.444	0.	
9.18	229.381	0.	
9.18	230.315	0.	
9.18	231.247	0.	
9.18	232.177	0.	
9.18	233.104	0.	
9.18	234.03	0.	
9.18	234.952	0.	
9.18	235.873	0.	
9.18	236.791	0.	
9.18	237.707	0.	
9.18	238.621	0.	
9.18	239.532	0.	
9.18	240.442	0.	
9.18	241.349	0.	
9.18	242.254	0.	
9.18	243.157	0.	
9.18	244.058	0.	
9.18	244.957	0.	
9.18	245.853	0.	
9.18	246.748	0.	
9.18	247.641	0.	
9.18	248.532	0.	
9.18	249.421	0.	
9.18	250.307	0.	
9.18	251.192	0.	
9.18	252.076	0.	
9.18	252.957	0.	
9.18	253.836	0.	
9.18	254.714	0.	
9.18	255.59	0.	
9.18	256.464	0.	
9.18	257.336	0.	
9.18	258.207	0.	
9.18	259.075	0.	
9.18	259.943	0.	
9.18	260.808	0.	
9.18	261.672	0.	
9.18	262.534	0.	
9.18	263.395	0.	
9.18	264.254	0.	
9.18	265.112	0.	
9.18	265.968	0.	
9.18	266.822	0.	
9.18	267.675	0.	
9.18	268.527	0.	
9.18	269.377	0.	
9.18	270.226	0.	
9.18	271.073	0.	
9.18	271.919	0.	
9.18	272.764	0.	
9.18	273.607	0.	
9.18	274.449	0.	
9.18	275.29	0.	
9.18	276.129	0.	
9.18	276.968	0.	
9.18	277.805	0.	
9.18	278.641	0.	
9.18	279.475	0.	
9.18	280.309	0.	
9.18	281.141	0.	
9.18	281.973	0.	
9.18	282.803	0.	
9.18	283.632	0.	
9.18	284.46	0.	
9.18	285.287	0.	
9.18	286.114	0.	
9.18	286.939	0.	
9.18	287.763	0.	
9.18	288.586	0.	
9.18	289.409	0.	
9.18	290.231	0.	
9.18	291.051	0.	
9.18	291.871	0.	
9.18	292.69	0.	
9.18	293.509	0.	
9.18	294.326	0.	
9.18	295.143	0.	
9.18	295.959	0.	
9.18	296.775	0.	
9.18	297.589	0.	
9.18	298.403	0.	
9.18	299.217	0.	
9.18	300.03	0.	
9.18	300.842	0.	
9.18	301.654	0.	
9.18	302.465	0.	
9.18	303.276	0.	
9.18	304.086	0.	
9.18	304.896	0.	
9.18	305.705	0.	
9.18	306.514	0.	
9.18	307.322	0.	
9.18	308.13	0.	
9.18	308.938	0.	
9.18	309.746	0.	
9.18	310.553	0.	
9.18	311.359	0.	
9.18	312.166	0.	
9.18	312.972	0.	
9.18	313.778	0.	
9.18	314.584	0.	
9.18	315.39	0.	
9.18	316.195	0.	
9.18	317.001	0.	
9.18	317.806	0.	
9.18	318.611	0.	
9.18	319.416	0.	
9.18	320.222	0.	
9.18	320.892	0.	
9.18	321.698	0.	
9.18	322.503	0.	
9.18	323.308	0.	
9.18	324.113	0.	
9.18	324.918	0.	
9.18	325.723	0.	
9.18	326.528	0.	
9.18	327.333	0.	
9.18	328.138	0.	
9.18	328.943	0.	
9.18	329.748	0.	
9.18	330.554	0.	
9.18	331.359	0.	
9.18	332.164	0.	
9.18	332.969	0.	
9.18	333.774	0.	
9.18	334.579	0.	
9.18	335.384	0.	
9.18	336.189	0.	
9.18	336.994	0.	
9.18	337.799	0.	
9.18	338.604	0.	
9.18	339.41	0.	
9.18	340.215	0.	
9.18	341.02	0.	
9.18	341.825	0.	
9.18	342.63	0.	
9.18	343.435	0.	
9.18	344.24	0.	
9.18	345.045	0.	
9.18	345.85	0.	
9.18	346.655	0.	
9.18	347.46	0.	
9.18	348.265	0.	
9.18	349.071	0.	
9.18	349.876	0.	
9.18	350.681	0.	
9.18	351.486	0.	
9.18	352.291	0.	
9.18	353.096	0.	
9.18	353.901	0.	
9.18	354.706	0.	
9.18	355.511	0.	
9.18	356.316	0.	
9.18	357.121	0.	
9.18	357.927	0.	
9.18	358.732	0.	
9.18	359.537	0.	
9.18	360.342	0.	
9.18	361.147	0.	
9.18	361.952	0.	
9.18	362.757	0.	
9.18	363.562	0.	
9.18	364.367	0.	
9.18	365.172	0.	
9.18	365.977	0.	
9.18	366.782	0.	
9.18	367.588	0.	
9.18	368.393	0.	
9.18	369.198	0.	
9.18	370.003	0.	
9.18	370.808	0.	
9.18	371.613	0.	
9.18	372.418	0.	
9.18	373.223	0.	
9.18	374.028	0.	
9.18	374.833	0.	
9.18	375.638	0.	
9.18	376.444	0.	
9.18	377.249	0.	
9.18	378.054	0.	
9.18	378.859	0.	
9.18	379.664	0.	
9.18	380.469	0.	
9.18	381.274	0.	
9.18	382.079	0.	
9.18	382.884	0.	
9.18	383.689	0.	
9.18	384.494	0.	
9.18	385.299	0.	
9.18	386.105	0.	
9.18	386.91	0.	
9.18	387.715	0.	
9.18	388.52	0.	
9.18	389.325	0.	
9.18	390.13	0.	
9.18	390.935	0.	
9.18	391.74	0.	
9.18	392.545	0.	
