Time	FPS	Frame	Crash	RB	RU	LU	LB	Dither	DAngle	swAngle	OX	OY	OZ	HX	HY	HZ	HA	Speed
Time	FPS	Frame	0	-1	8	8	-1	0.	3.68032e-007	0.	0.	0.	0.	0.	1.	0.	0.	0.	
Time	FPS	Frame	0	-1	8	8	-1	3.68063e-013	3.68032e-007	0.	0.	0.	0.	0.	1.	0.	0.	0.	
Time	FPS	Frame	0	-1	8	8	-1	3.68063e-013	3.68032e-007	0.	0.	0.	0.	0.	1.	0.	0.	0.	
Time	FPS	Frame	0	-1	8	8	-1	3.68063e-013	3.68032e-007	0.	0.	0.	0.	0.	1.	0.	0.	0.	
Time	FPS	Frame	0	-1	8	8	-1	3.68063e-013	3.68032e-007	0.	0.	0.	0.	0.	1.	0.	0.	0.	
Time	FPS	Frame	0	-1	8	8	-1	3.68063e-013	3.68032e-007	0.	0.	0.	0.	0.	1.	0.	0.	0.	
Time	FPS	Frame	0	-1	8	8	-1	3.68063e-013	3.68032e-007	0.	0.	0.	0.	0.	1.	0.	0.	0.	
Time	FPS	Frame	0	-1	8	8	-1	3.68063e-013	3.68032e-007	0.	0.	0.	0.	0.	1.	0.	0.	0.	
Time	FPS	Frame	0	-1	8	8	-1	3.68063e-013	3.68032e-007	0.	0.	0.	0.	0.	1.	0.	0.	0.	
Time	FPS	Frame	0	-1	8	8	-1	3.68063e-013	3.68032e-007	0.	0.	0.	0.	0.	1.	0.	0.	0.	
Time	FPS	Frame	0	-1	8	8	-1	3.68063e-013	3.68032e-007	0.	0.	0.	0.	0.	1.	0.	0.	0.	
Time	FPS	Frame	0	-1	8	8	-1	3.68063e-013	3.68032e-007	0.	0.	0.	0.	0.	1.	0.	0.	0.	
Time	FPS	Frame	0	-1	8	8	-1	3.68063e-013	3.68032e-007	0.	0.	0.	0.	0.	1.	0.	0.	0.	
Time	FPS	Frame	0	-1	8	8	-1	3.68063e-013	3.68032e-007	0.	0.	0.	0.	0.	1.	0.	0.	0.	
Time	FPS	Frame	0	-1	8	8	-1	3.68063e-013	3.68032e-007	0.	0.	0.	0.	0.	1.	0.	0.	0.	
Time	FPS	Frame	0	-1	8	8	-1	3.68063e-013	3.68032e-007	0.	0.	0.	0.	0.	1.	0.	0.	0.	
Time	FPS	Frame	0	-1	8	8	-1	3.68063e-013	3.68032e-007	0.	0.	0.	0.	0.	1.	0.	0.	0.	
Time	FPS	Frame	0	-1	8	8	-1	3.68063e-013	3.68032e-007	0.	0.	0.	0.	0.	1.	0.	0.	0.	
Time	FPS	Frame	0	-1	8	8	-1	3.68063e-013	3.68032e-007	0.	0.	0.	0.	0.	1.	0.	0.	0.	
Time	FPS	Frame	0	-1	8	8	-1	3.68063e-013	3.68032e-007	0.	0.	0.	0.	0.	1.	0.	0.	0.	
Time	FPS	Frame	0	-1	8	8	-1	3.68063e-013	3.68032e-007	0.	0.	0.	0.	0.	1.	0.	0.	0.	
Time	FPS	Frame	0	-1	8	8	-1	3.68063e-013	3.68032e-007	0.	0.	0.	0.	0.	1.	0.	0.	0.	
Time	FPS	Frame	0	-1	8	8	-1	3.68063e-013	3.68032e-007	0.	0.	0.	0.	0.	1.	0.	0.	0.	
Time	FPS	Frame	0	-1	8	8	-1	3.68063e-013	3.68032e-007	0.	0.	0.	0.	0.	1.	0.	0.	0.	
Time	FPS	Frame	0	-1	8	8	-1	3.68063e-013	3.68032e-007	0.	0.	0.	0.	0.	1.	0.	0.	0.	
Time	FPS	Frame	0	-1	8	8	-1	3.68063e-013	3.68032e-007	0.	0.	0.	0.	0.	1.	0.	0.	0.	
Time	FPS	Frame	0	-1	8	8	-1	3.68063e-013	3.68032e-007	0.	0.	0.	0.	0.	1.	0.	0.	0.	
Time	FPS	Frame	0	-1	8	8	-1	3.68063e-013	3.68032e-007	0.	0.	0.	0.	0.	1.	0.	0.	0.	
Time	FPS	Frame	0	-1	8	8	-1	5.80789e-003	2.47218e-003	0.	5.80789e-003	-2.10885e-003	0.	2.47255e-003	0.999997	0.	0.	0.	
Time	FPS	Frame	0	-1	8	8	-1	1.16105e-002	4.94473e-003	0.	1.16105e-002	-4.23205e-003	0.	4.94508e-003	0.999988	0.	0.	0.	
Time	FPS	Frame	0	-1	8	8	-1	1.74079e-002	7.41728e-003	0.	1.74079e-002	-6.36959e-003	0.	7.41758e-003	0.999972	0.	0.	0.	
Time	FPS	Frame	0	-1	8	8	-1	2.32e-002	9.88983e-003	0.	2.32e-002	-8.52147e-003	0.	9.89004e-003	0.999951	0.	0.	0.	
Time	FPS	Frame	0	-1	8	8	-1	2.89868e-002	1.23624e-002	0.	2.89868e-002	-1.06877e-002	0.	1.23624e-002	0.999924	0.	0.	0.	
Time	FPS	Frame	0	-1	8	8	-1	3.47681e-002	1.48349e-002	0.	3.47681e-002	-1.28681e-002	0.	1.48348e-002	0.99989	0.	0.	0.	
Time	FPS	Frame	0	-1	8	8	-1	4.05441e-002	1.73075e-002	0.	4.05441e-002	-1.50629e-002	0.	1.7307e-002	0.99985	0.	0.	0.	
Time	FPS	Frame	0	-1	8	8	-1	4.63146e-002	1.978e-002	0.	4.63146e-002	-1.7272e-002	0.	1.97791e-002	0.999804	0.	0.	0.	
Time	FPS	Frame	0	-1	8	8	-1	5.20797e-002	2.22526e-002	0.	5.20797e-002	-1.94953e-002	0.	2.22511e-002	0.999752	0.	0.	0.	
Time	FPS	Frame	0	-1	8	8	-1	5.78392e-002	2.47251e-002	0.	5.78392e-002	-2.17328e-002	0.	2.4723e-002	0.999694	0.	0.	0.	
Time	FPS	Frame	0	-1	8	8	-1	6.35932e-002	2.71977e-002	0.	6.35932e-002	-2.39846e-002	0.	2.71947e-002	0.99963	0.	0.	0.	
Time	FPS	Frame	0	-1	8	8	-1	6.93416e-002	2.96702e-002	0.	6.93416e-002	-2.62506e-002	0.	2.96662e-002	0.99956	0.	0.	0.	
Time	FPS	Frame	0	-1	8	8	-1	7.50843e-002	3.21428e-002	0.	7.50843e-002	-2.85309e-002	0.	3.21376e-002	0.999483	0.	0.	0.	
Time	FPS	Frame	0	-1	8	8	-1	8.08215e-002	3.46153e-002	0.	8.08214e-002	-3.08253e-002	0.	3.46088e-002	0.999401	0.	0.	0.	
Time	FPS	Frame	0	-1	8	8	-1	8.65529e-002	3.70879e-002	0.	8.65529e-002	-3.31339e-002	0.	3.70797e-002	0.999312	0.	0.	0.	
Time	FPS	Frame	0	-1	8	8	-1	9.22786e-002	3.95604e-002	0.	9.22786e-002	-3.54566e-002	0.	3.95505e-002	0.999218	0.	0.	0.	
Time	FPS	Frame	0	-1	8	8	-1	9.79985e-002	4.2033e-002	0.	9.79985e-002	-3.77935e-002	0.	4.2021e-002	0.999117	0.	0.	0.	
Time	FPS	Frame	0	-1	8	8	-1	0.103713	4.45055e-002	0.	0.103713	-4.01446e-002	0.	4.44912e-002	0.99901	0.	0.	0.	
