Time	FPS	Frame	Crash	RB	RU	LU	LB	OC	Dither	DAngle	swAngle	OX	OY	OZ	HX	HY	HZ	DX	DY	DZ	HA	RHA	AccumulativeHeading(Y)	Speed	RSpeed	Dynamic
1.53941e-005	64959.8	1	0	1	3	3	1	2	2.8125	-0.18037	0.238044	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.337131	2.96634	2	0	1	3	3	1	2	2.80887	-0.18037	0.238044	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.463047	7.94183	3	0	1	3	3	1	2	2.80887	-0.18037	0.238044	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.479344	61.36	4	0	1	3	3	1	2	2.80887	-0.18037	0.238044	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.496312	58.9367	5	0	1	3	3	1	2	2.80887	-0.18037	0.238044	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.512379	62.2395	6	0	1	3	3	1	2	2.80887	-0.18037	0.238044	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.528325	62.7084	7	0	1	3	3	1	2	2.80887	-0.18037	0.238044	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.545305	58.8958	8	0	1	3	3	1	2	2.80887	-0.18037	0.238044	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.562317	58.7809	9	0	1	3	3	1	2	2.80887	-0.18037	0.238044	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.591294	34.5095	10	0	1	3	3	1	2	2.80887	-0.18037	0.238044	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.607315	62.4201	11	0	1	3	3	1	2	2.80887	-0.18037	0.238044	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.624302	58.8676	12	0	1	3	3	1	2	2.80887	-0.18037	0.238044	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.64037	62.2372	13	0	1	3	3	1	2	2.80887	-0.18037	0.238044	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.657317	59.006	14	0	1	3	3	1	2	2.80887	-0.18037	0.238044	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.674395	58.5554	15	0	1	3	3	1	2	2.80887	-0.18037	0.238044	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.691317	59.0954	16	0	1	3	3	1	2	2.80887	-0.18037	0.238044	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.708331	58.7736	17	0	1	3	3	1	2	2.80887	-0.18037	0.238044	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.724412	62.1846	18	0	1	3	3	1	2	2.80887	-0.18037	0.238044	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.74133	59.1102	19	0	1	3	3	1	2	2.80887	-0.18037	0.238044	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.757317	62.551	20	0	1	3	3	1	2	2.80887	-0.18037	0.238044	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.773367	62.3051	21	0	1	3	3	1	2	2.80887	-0.18037	0.238044	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.790325	58.9671	22	0	1	3	3	1	2	2.80887	-0.18037	0.238044	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.807392	58.5958	23	0	1	3	3	1	2	2.80887	-0.18037	0.238044	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.82335	62.6645	24	0	1	3	3	1	2	2.80887	-0.18037	0.238044	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.84032	58.9273	25	0	1	3	3	1	2	2.80887	-0.18037	0.238044	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.857328	58.7955	26	0	1	3	3	1	2	2.80887	-0.18037	0.238044	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.873341	62.4484	27	0	1	3	3	1	2	2.80887	-0.18037	0.238044	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
